candidate,source_dir,status,production_ns,platform,gpu_id,n_atoms,trajectory,final_pdb,log
rank125_GWHPBECS034731,neg_fix_v1_top200,done,2.0,OpenMM-CUDA,0,62492,/home/jnz/AIGT_esmc/Gromacs/neg_fix_v1_top200/rank125_GWHPBECS034731/outputs/prod.dcd,/home/jnz/AIGT_esmc/Gromacs/neg_fix_v1_top200/rank125_GWHPBECS034731/outputs/final.pdb,/home/jnz/AIGT_esmc/Gromacs/neg_fix_v1_top200/rank125_GWHPBECS034731/outputs/prod.log
rank126_GWHPBECS009693,neg_fix_v1_top200,done,2.0,OpenMM-CUDA,0,136543,/home/jnz/AIGT_esmc/Gromacs/neg_fix_v1_top200/rank126_GWHPBECS009693/outputs/prod.dcd,/home/jnz/AIGT_esmc/Gromacs/neg_fix_v1_top200/rank126_GWHPBECS009693/outputs/final.pdb,/home/jnz/AIGT_esmc/Gromacs/neg_fix_v1_top200/rank126_GWHPBECS009693/outputs/prod.log
rank127_GWHPBECS002895,neg_fix_v1_top200,done,2.0,OpenMM-CUDA,0,65717,/home/jnz/AIGT_esmc/Gromacs/neg_fix_v1_top200/rank127_GWHPBECS002895/outputs/prod.dcd,/home/jnz/AIGT_esmc/Gromacs/neg_fix_v1_top200/rank127_GWHPBECS002895/outputs/final.pdb,/home/jnz/AIGT_esmc/Gromacs/neg_fix_v1_top200/rank127_GWHPBECS002895/outputs/prod.log
rank128_GWHPBECS015470,neg_fix_v1_top200,done,2.0,OpenMM-CUDA,0,54911,/home/jnz/AIGT_esmc/Gromacs/neg_fix_v1_top200/rank128_GWHPBECS015470/outputs/prod.dcd,/home/jnz/AIGT_esmc/Gromacs/neg_fix_v1_top200/rank128_GWHPBECS015470/outputs/final.pdb,/home/jnz/AIGT_esmc/Gromacs/neg_fix_v1_top200/rank128_GWHPBECS015470/outputs/prod.log
rank129_GWHPBECS024319,neg_fix_v1_top200,done,2.0,OpenMM-CUDA,0,71802,/home/jnz/AIGT_esmc/Gromacs/neg_fix_v1_top200/rank129_GWHPBECS024319/outputs/prod.dcd,/home/jnz/AIGT_esmc/Gromacs/neg_fix_v1_top200/rank129_GWHPBECS024319/outputs/final.pdb,/home/jnz/AIGT_esmc/Gromacs/neg_fix_v1_top200/rank129_GWHPBECS024319/outputs/prod.log
rank130_GWHPBECS026447,neg_fix_v1_top200,done,2.0,OpenMM-CUDA,0,56459,/home/jnz/AIGT_esmc/Gromacs/neg_fix_v1_top200/rank130_GWHPBECS026447/outputs/prod.dcd,/home/jnz/AIGT_esmc/Gromacs/neg_fix_v1_top200/rank130_GWHPBECS026447/outputs/final.pdb,/home/jnz/AIGT_esmc/Gromacs/neg_fix_v1_top200/rank130_GWHPBECS026447/outputs/prod.log
rank131_GWHPBECS007574,neg_fix_v1_top200,done,2.0,OpenMM-CUDA,0,59925,/home/jnz/AIGT_esmc/Gromacs/neg_fix_v1_top200/rank131_GWHPBECS007574/outputs/prod.dcd,/home/jnz/AIGT_esmc/Gromacs/neg_fix_v1_top200/rank131_GWHPBECS007574/outputs/final.pdb,/home/jnz/AIGT_esmc/Gromacs/neg_fix_v1_top200/rank131_GWHPBECS007574/outputs/prod.log
rank132_GWHPBECS030111,neg_fix_v1_top200,done,2.0,OpenMM-CUDA,0,81740,/home/jnz/AIGT_esmc/Gromacs/neg_fix_v1_top200/rank132_GWHPBECS030111/outputs/prod.dcd,/home/jnz/AIGT_esmc/Gromacs/neg_fix_v1_top200/rank132_GWHPBECS030111/outputs/final.pdb,/home/jnz/AIGT_esmc/Gromacs/neg_fix_v1_top200/rank132_GWHPBECS030111/outputs/prod.log
rank133_GWHPBECS026441,neg_fix_v1_top200,done,2.0,OpenMM-CUDA,0,86859,/home/jnz/AIGT_esmc/Gromacs/neg_fix_v1_top200/rank133_GWHPBECS026441/outputs/prod.dcd,/home/jnz/AIGT_esmc/Gromacs/neg_fix_v1_top200/rank133_GWHPBECS026441/outputs/final.pdb,/home/jnz/AIGT_esmc/Gromacs/neg_fix_v1_top200/rank133_GWHPBECS026441/outputs/prod.log
rank134_GWHPBECS005379,neg_fix_v1_top200,done,2.0,OpenMM-CUDA,0,67576,/home/jnz/AIGT_esmc/Gromacs/neg_fix_v1_top200/rank134_GWHPBECS005379/outputs/prod.dcd,/home/jnz/AIGT_esmc/Gromacs/neg_fix_v1_top200/rank134_GWHPBECS005379/outputs/final.pdb,/home/jnz/AIGT_esmc/Gromacs/neg_fix_v1_top200/rank134_GWHPBECS005379/outputs/prod.log
rank135_GWHPBECS026438,neg_fix_v1_top200,done,2.0,OpenMM-CUDA,0,65705,/home/jnz/AIGT_esmc/Gromacs/neg_fix_v1_top200/rank135_GWHPBECS026438/outputs/prod.dcd,/home/jnz/AIGT_esmc/Gromacs/neg_fix_v1_top200/rank135_GWHPBECS026438/outputs/final.pdb,/home/jnz/AIGT_esmc/Gromacs/neg_fix_v1_top200/rank135_GWHPBECS026438/outputs/prod.log
rank136_GWHPBECS012488,neg_fix_v1_top200,done,2.0,OpenMM-CUDA,0,76366,/home/jnz/AIGT_esmc/Gromacs/neg_fix_v1_top200/rank136_GWHPBECS012488/outputs/prod.dcd,/home/jnz/AIGT_esmc/Gromacs/neg_fix_v1_top200/rank136_GWHPBECS012488/outputs/final.pdb,/home/jnz/AIGT_esmc/Gromacs/neg_fix_v1_top200/rank136_GWHPBECS012488/outputs/prod.log
rank137_GWHPBECS040946,neg_fix_v1_top200,done,2.0,OpenMM-CUDA,0,69254,/home/jnz/AIGT_esmc/Gromacs/neg_fix_v1_top200/rank137_GWHPBECS040946/outputs/prod.dcd,/home/jnz/AIGT_esmc/Gromacs/neg_fix_v1_top200/rank137_GWHPBECS040946/outputs/final.pdb,/home/jnz/AIGT_esmc/Gromacs/neg_fix_v1_top200/rank137_GWHPBECS040946/outputs/prod.log
rank138_GWHPBECS012298,neg_fix_v1_top200,done,2.0,OpenMM-CUDA,0,59452,/home/jnz/AIGT_esmc/Gromacs/neg_fix_v1_top200/rank138_GWHPBECS012298/outputs/prod.dcd,/home/jnz/AIGT_esmc/Gromacs/neg_fix_v1_top200/rank138_GWHPBECS012298/outputs/final.pdb,/home/jnz/AIGT_esmc/Gromacs/neg_fix_v1_top200/rank138_GWHPBECS012298/outputs/prod.log
rank139_GWHPBECS010875,neg_fix_v1_top200,done,2.0,OpenMM-CUDA,0,66108,/home/jnz/AIGT_esmc/Gromacs/neg_fix_v1_top200/rank139_GWHPBECS010875/outputs/prod.dcd,/home/jnz/AIGT_esmc/Gromacs/neg_fix_v1_top200/rank139_GWHPBECS010875/outputs/final.pdb,/home/jnz/AIGT_esmc/Gromacs/neg_fix_v1_top200/rank139_GWHPBECS010875/outputs/prod.log
rank140_GWHPBECS011561,neg_fix_v1_top200,done,2.0,OpenMM-CUDA,0,56199,/home/jnz/AIGT_esmc/Gromacs/neg_fix_v1_top200/rank140_GWHPBECS011561/outputs/prod.dcd,/home/jnz/AIGT_esmc/Gromacs/neg_fix_v1_top200/rank140_GWHPBECS011561/outputs/final.pdb,/home/jnz/AIGT_esmc/Gromacs/neg_fix_v1_top200/rank140_GWHPBECS011561/outputs/prod.log
rank141_GWHPBECS041598,neg_fix_v1_top200,done,2.0,OpenMM-CUDA,0,64933,/home/jnz/AIGT_esmc/Gromacs/neg_fix_v1_top200/rank141_GWHPBECS041598/outputs/prod.dcd,/home/jnz/AIGT_esmc/Gromacs/neg_fix_v1_top200/rank141_GWHPBECS041598/outputs/final.pdb,/home/jnz/AIGT_esmc/Gromacs/neg_fix_v1_top200/rank141_GWHPBECS041598/outputs/prod.log
rank142_GWHPBECS010874,neg_fix_v1_top200,done,2.0,OpenMM-CUDA,0,68155,/home/jnz/AIGT_esmc/Gromacs/neg_fix_v1_top200/rank142_GWHPBECS010874/outputs/prod.dcd,/home/jnz/AIGT_esmc/Gromacs/neg_fix_v1_top200/rank142_GWHPBECS010874/outputs/final.pdb,/home/jnz/AIGT_esmc/Gromacs/neg_fix_v1_top200/rank142_GWHPBECS010874/outputs/prod.log
rank143_GWHPBECS012282,neg_fix_v1_top200,done,2.0,OpenMM-CUDA,0,54247,/home/jnz/AIGT_esmc/Gromacs/neg_fix_v1_top200/rank143_GWHPBECS012282/outputs/prod.dcd,/home/jnz/AIGT_esmc/Gromacs/neg_fix_v1_top200/rank143_GWHPBECS012282/outputs/final.pdb,/home/jnz/AIGT_esmc/Gromacs/neg_fix_v1_top200/rank143_GWHPBECS012282/outputs/prod.log
rank144_GWHPBECS013075,neg_fix_v1_top200,done,2.0,OpenMM-CUDA,0,67490,/home/jnz/AIGT_esmc/Gromacs/neg_fix_v1_top200/rank144_GWHPBECS013075/outputs/prod.dcd,/home/jnz/AIGT_esmc/Gromacs/neg_fix_v1_top200/rank144_GWHPBECS013075/outputs/final.pdb,/home/jnz/AIGT_esmc/Gromacs/neg_fix_v1_top200/rank144_GWHPBECS013075/outputs/prod.log
rank145_GWHPBECS040957,neg_fix_v1_top200,done,2.0,OpenMM-CUDA,0,63333,/home/jnz/AIGT_esmc/Gromacs/neg_fix_v1_top200/rank145_GWHPBECS040957/outputs/prod.dcd,/home/jnz/AIGT_esmc/Gromacs/neg_fix_v1_top200/rank145_GWHPBECS040957/outputs/final.pdb,/home/jnz/AIGT_esmc/Gromacs/neg_fix_v1_top200/rank145_GWHPBECS040957/outputs/prod.log
rank146_GWHPBECS004648,neg_fix_v1_top200,done,2.0,OpenMM-CUDA,0,76169,/home/jnz/AIGT_esmc/Gromacs/neg_fix_v1_top200/rank146_GWHPBECS004648/outputs/prod.dcd,/home/jnz/AIGT_esmc/Gromacs/neg_fix_v1_top200/rank146_GWHPBECS004648/outputs/final.pdb,/home/jnz/AIGT_esmc/Gromacs/neg_fix_v1_top200/rank146_GWHPBECS004648/outputs/prod.log
rank147_GWHPBECS013084,neg_fix_v1_top200,done,2.0,OpenMM-CUDA,0,61575,/home/jnz/AIGT_esmc/Gromacs/neg_fix_v1_top200/rank147_GWHPBECS013084/outputs/prod.dcd,/home/jnz/AIGT_esmc/Gromacs/neg_fix_v1_top200/rank147_GWHPBECS013084/outputs/final.pdb,/home/jnz/AIGT_esmc/Gromacs/neg_fix_v1_top200/rank147_GWHPBECS013084/outputs/prod.log
rank148_GWHPBECS036196,neg_fix_v1_top200,done,2.0,OpenMM-CUDA,0,76997,/home/jnz/AIGT_esmc/Gromacs/neg_fix_v1_top200/rank148_GWHPBECS036196/outputs/prod.dcd,/home/jnz/AIGT_esmc/Gromacs/neg_fix_v1_top200/rank148_GWHPBECS036196/outputs/final.pdb,/home/jnz/AIGT_esmc/Gromacs/neg_fix_v1_top200/rank148_GWHPBECS036196/outputs/prod.log
rank149_GWHPBECS013085,neg_fix_v1_top200,done,2.0,OpenMM-CUDA,0,67450,/home/jnz/AIGT_esmc/Gromacs/neg_fix_v1_top200/rank149_GWHPBECS013085/outputs/prod.dcd,/home/jnz/AIGT_esmc/Gromacs/neg_fix_v1_top200/rank149_GWHPBECS013085/outputs/final.pdb,/home/jnz/AIGT_esmc/Gromacs/neg_fix_v1_top200/rank149_GWHPBECS013085/outputs/prod.log
rank150_GWHPBECS026461,neg_fix_v1_top200,done,2.0,OpenMM-CUDA,0,68523,/home/jnz/AIGT_esmc/Gromacs/neg_fix_v1_top200/rank150_GWHPBECS026461/outputs/prod.dcd,/home/jnz/AIGT_esmc/Gromacs/neg_fix_v1_top200/rank150_GWHPBECS026461/outputs/final.pdb,/home/jnz/AIGT_esmc/Gromacs/neg_fix_v1_top200/rank150_GWHPBECS026461/outputs/prod.log
rank151_GWHPBECS026006,neg_fix_v1_top200,done,2.0,OpenMM-CUDA,0,68573,/home/jnz/AIGT_esmc/Gromacs/neg_fix_v1_top200/rank151_GWHPBECS026006/outputs/prod.dcd,/home/jnz/AIGT_esmc/Gromacs/neg_fix_v1_top200/rank151_GWHPBECS026006/outputs/final.pdb,/home/jnz/AIGT_esmc/Gromacs/neg_fix_v1_top200/rank151_GWHPBECS026006/outputs/prod.log
rank152_GWHPBECS013156,neg_fix_v1_top200,done,2.0,OpenMM-CUDA,0,87291,/home/jnz/AIGT_esmc/Gromacs/neg_fix_v1_top200/rank152_GWHPBECS013156/outputs/prod.dcd,/home/jnz/AIGT_esmc/Gromacs/neg_fix_v1_top200/rank152_GWHPBECS013156/outputs/final.pdb,/home/jnz/AIGT_esmc/Gromacs/neg_fix_v1_top200/rank152_GWHPBECS013156/outputs/prod.log
rank153_GWHPBECS010872,neg_fix_v1_top200,done,2.0,OpenMM-CUDA,0,66067,/home/jnz/AIGT_esmc/Gromacs/neg_fix_v1_top200/rank153_GWHPBECS010872/outputs/prod.dcd,/home/jnz/AIGT_esmc/Gromacs/neg_fix_v1_top200/rank153_GWHPBECS010872/outputs/final.pdb,/home/jnz/AIGT_esmc/Gromacs/neg_fix_v1_top200/rank153_GWHPBECS010872/outputs/prod.log
rank154_GWHPBECS012121,neg_fix_v1_top200,done,2.0,OpenMM-CUDA,0,57723,/home/jnz/AIGT_esmc/Gromacs/neg_fix_v1_top200/rank154_GWHPBECS012121/outputs/prod.dcd,/home/jnz/AIGT_esmc/Gromacs/neg_fix_v1_top200/rank154_GWHPBECS012121/outputs/final.pdb,/home/jnz/AIGT_esmc/Gromacs/neg_fix_v1_top200/rank154_GWHPBECS012121/outputs/prod.log
rank155_GWHPBECS019983,neg_fix_v1_top200,done,2.0,OpenMM-CUDA,0,64948,/home/jnz/AIGT_esmc/Gromacs/neg_fix_v1_top200/rank155_GWHPBECS019983/outputs/prod.dcd,/home/jnz/AIGT_esmc/Gromacs/neg_fix_v1_top200/rank155_GWHPBECS019983/outputs/final.pdb,/home/jnz/AIGT_esmc/Gromacs/neg_fix_v1_top200/rank155_GWHPBECS019983/outputs/prod.log
rank156_GWHPBECS018535,neg_fix_v1_top200,done,2.0,OpenMM-CUDA,0,62367,/home/jnz/AIGT_esmc/Gromacs/neg_fix_v1_top200/rank156_GWHPBECS018535/outputs/prod.dcd,/home/jnz/AIGT_esmc/Gromacs/neg_fix_v1_top200/rank156_GWHPBECS018535/outputs/final.pdb,/home/jnz/AIGT_esmc/Gromacs/neg_fix_v1_top200/rank156_GWHPBECS018535/outputs/prod.log
rank157_GWHPBECS013082,neg_fix_v1_top200,done,2.0,OpenMM-CUDA,0,69289,/home/jnz/AIGT_esmc/Gromacs/neg_fix_v1_top200/rank157_GWHPBECS013082/outputs/prod.dcd,/home/jnz/AIGT_esmc/Gromacs/neg_fix_v1_top200/rank157_GWHPBECS013082/outputs/final.pdb,/home/jnz/AIGT_esmc/Gromacs/neg_fix_v1_top200/rank157_GWHPBECS013082/outputs/prod.log
rank158_GWHPBECS013070,neg_fix_v1_top200,done,2.0,OpenMM-CUDA,0,57475,/home/jnz/AIGT_esmc/Gromacs/neg_fix_v1_top200/rank158_GWHPBECS013070/outputs/prod.dcd,/home/jnz/AIGT_esmc/Gromacs/neg_fix_v1_top200/rank158_GWHPBECS013070/outputs/final.pdb,/home/jnz/AIGT_esmc/Gromacs/neg_fix_v1_top200/rank158_GWHPBECS013070/outputs/prod.log
rank159_GWHPBECS036889,neg_fix_v1_top200,done,2.0,OpenMM-CUDA,0,62225,/home/jnz/AIGT_esmc/Gromacs/neg_fix_v1_top200/rank159_GWHPBECS036889/outputs/prod.dcd,/home/jnz/AIGT_esmc/Gromacs/neg_fix_v1_top200/rank159_GWHPBECS036889/outputs/final.pdb,/home/jnz/AIGT_esmc/Gromacs/neg_fix_v1_top200/rank159_GWHPBECS036889/outputs/prod.log
rank160_GWHPBECS011560,neg_fix_v1_top200,done,2.0,OpenMM-CUDA,0,62026,/home/jnz/AIGT_esmc/Gromacs/neg_fix_v1_top200/rank160_GWHPBECS011560/outputs/prod.dcd,/home/jnz/AIGT_esmc/Gromacs/neg_fix_v1_top200/rank160_GWHPBECS011560/outputs/final.pdb,/home/jnz/AIGT_esmc/Gromacs/neg_fix_v1_top200/rank160_GWHPBECS011560/outputs/prod.log
rank161_GWHPBECS013067,neg_fix_v1_top200,done,2.0,OpenMM-CUDA,0,67866,/home/jnz/AIGT_esmc/Gromacs/neg_fix_v1_top200/rank161_GWHPBECS013067/outputs/prod.dcd,/home/jnz/AIGT_esmc/Gromacs/neg_fix_v1_top200/rank161_GWHPBECS013067/outputs/final.pdb,/home/jnz/AIGT_esmc/Gromacs/neg_fix_v1_top200/rank161_GWHPBECS013067/outputs/prod.log
rank162_GWHPBECS034593,neg_fix_v1_top200,done,2.0,OpenMM-CUDA,0,63705,/home/jnz/AIGT_esmc/Gromacs/neg_fix_v1_top200/rank162_GWHPBECS034593/outputs/prod.dcd,/home/jnz/AIGT_esmc/Gromacs/neg_fix_v1_top200/rank162_GWHPBECS034593/outputs/final.pdb,/home/jnz/AIGT_esmc/Gromacs/neg_fix_v1_top200/rank162_GWHPBECS034593/outputs/prod.log
rank163_GWHPBECS026464,neg_fix_v1_top200,done,2.0,OpenMM-CUDA,0,64780,/home/jnz/AIGT_esmc/Gromacs/neg_fix_v1_top200/rank163_GWHPBECS026464/outputs/prod.dcd,/home/jnz/AIGT_esmc/Gromacs/neg_fix_v1_top200/rank163_GWHPBECS026464/outputs/final.pdb,/home/jnz/AIGT_esmc/Gromacs/neg_fix_v1_top200/rank163_GWHPBECS026464/outputs/prod.log
rank164_GWHPBECS013074,neg_fix_v1_top200,done,2.0,OpenMM-CUDA,0,78900,/home/jnz/AIGT_esmc/Gromacs/neg_fix_v1_top200/rank164_GWHPBECS013074/outputs/prod.dcd,/home/jnz/AIGT_esmc/Gromacs/neg_fix_v1_top200/rank164_GWHPBECS013074/outputs/final.pdb,/home/jnz/AIGT_esmc/Gromacs/neg_fix_v1_top200/rank164_GWHPBECS013074/outputs/prod.log
rank165_GWHPBECS013087,neg_fix_v1_top200,done,2.0,OpenMM-CUDA,0,79241,/home/jnz/AIGT_esmc/Gromacs/neg_fix_v1_top200/rank165_GWHPBECS013087/outputs/prod.dcd,/home/jnz/AIGT_esmc/Gromacs/neg_fix_v1_top200/rank165_GWHPBECS013087/outputs/final.pdb,/home/jnz/AIGT_esmc/Gromacs/neg_fix_v1_top200/rank165_GWHPBECS013087/outputs/prod.log
rank166_GWHPBECS026810,neg_fix_v1_top200,done,2.0,OpenMM-CUDA,0,68814,/home/jnz/AIGT_esmc/Gromacs/neg_fix_v1_top200/rank166_GWHPBECS026810/outputs/prod.dcd,/home/jnz/AIGT_esmc/Gromacs/neg_fix_v1_top200/rank166_GWHPBECS026810/outputs/final.pdb,/home/jnz/AIGT_esmc/Gromacs/neg_fix_v1_top200/rank166_GWHPBECS026810/outputs/prod.log
rank167_GWHPBECS005719,neg_fix_v1_top200,done,2.0,OpenMM-CUDA,0,69584,/home/jnz/AIGT_esmc/Gromacs/neg_fix_v1_top200/rank167_GWHPBECS005719/outputs/prod.dcd,/home/jnz/AIGT_esmc/Gromacs/neg_fix_v1_top200/rank167_GWHPBECS005719/outputs/final.pdb,/home/jnz/AIGT_esmc/Gromacs/neg_fix_v1_top200/rank167_GWHPBECS005719/outputs/prod.log
rank168_GWHPBECS016597,neg_fix_v1_top200,done,2.0,OpenMM-CUDA,0,97875,/home/jnz/AIGT_esmc/Gromacs/neg_fix_v1_top200/rank168_GWHPBECS016597/outputs/prod.dcd,/home/jnz/AIGT_esmc/Gromacs/neg_fix_v1_top200/rank168_GWHPBECS016597/outputs/final.pdb,/home/jnz/AIGT_esmc/Gromacs/neg_fix_v1_top200/rank168_GWHPBECS016597/outputs/prod.log
rank169_GWHPBECS039806,neg_fix_v1_top200,done,2.0,OpenMM-CUDA,0,93121,/home/jnz/AIGT_esmc/Gromacs/neg_fix_v1_top200/rank169_GWHPBECS039806/outputs/prod.dcd,/home/jnz/AIGT_esmc/Gromacs/neg_fix_v1_top200/rank169_GWHPBECS039806/outputs/final.pdb,/home/jnz/AIGT_esmc/Gromacs/neg_fix_v1_top200/rank169_GWHPBECS039806/outputs/prod.log
rank170_GWHPBECS013069,neg_fix_v1_top200,done,2.0,OpenMM-CUDA,0,56657,/home/jnz/AIGT_esmc/Gromacs/neg_fix_v1_top200/rank170_GWHPBECS013069/outputs/prod.dcd,/home/jnz/AIGT_esmc/Gromacs/neg_fix_v1_top200/rank170_GWHPBECS013069/outputs/final.pdb,/home/jnz/AIGT_esmc/Gromacs/neg_fix_v1_top200/rank170_GWHPBECS013069/outputs/prod.log
rank171_GWHPBECS015068,neg_fix_v1_top200,done,2.0,OpenMM-CUDA,0,74431,/home/jnz/AIGT_esmc/Gromacs/neg_fix_v1_top200/rank171_GWHPBECS015068/outputs/prod.dcd,/home/jnz/AIGT_esmc/Gromacs/neg_fix_v1_top200/rank171_GWHPBECS015068/outputs/final.pdb,/home/jnz/AIGT_esmc/Gromacs/neg_fix_v1_top200/rank171_GWHPBECS015068/outputs/prod.log
rank172_GWHPBECS012288,neg_fix_v1_top200,done,2.0,OpenMM-CUDA,0,54045,/home/jnz/AIGT_esmc/Gromacs/neg_fix_v1_top200/rank172_GWHPBECS012288/outputs/prod.dcd,/home/jnz/AIGT_esmc/Gromacs/neg_fix_v1_top200/rank172_GWHPBECS012288/outputs/final.pdb,/home/jnz/AIGT_esmc/Gromacs/neg_fix_v1_top200/rank172_GWHPBECS012288/outputs/prod.log
rank173_GWHPBECS041038,neg_fix_v1_top200,done,2.0,OpenMM-CUDA,0,78896,/home/jnz/AIGT_esmc/Gromacs/neg_fix_v1_top200/rank173_GWHPBECS041038/outputs/prod.dcd,/home/jnz/AIGT_esmc/Gromacs/neg_fix_v1_top200/rank173_GWHPBECS041038/outputs/final.pdb,/home/jnz/AIGT_esmc/Gromacs/neg_fix_v1_top200/rank173_GWHPBECS041038/outputs/prod.log
rank174_GWHPBECS041332,neg_fix_v1_top200,done,2.0,OpenMM-CUDA,0,56710,/home/jnz/AIGT_esmc/Gromacs/neg_fix_v1_top200/rank174_GWHPBECS041332/outputs/prod.dcd,/home/jnz/AIGT_esmc/Gromacs/neg_fix_v1_top200/rank174_GWHPBECS041332/outputs/final.pdb,/home/jnz/AIGT_esmc/Gromacs/neg_fix_v1_top200/rank174_GWHPBECS041332/outputs/prod.log
rank175_GWHPBECS012287,neg_fix_v1_top200,done,2.0,OpenMM-CUDA,0,56557,/home/jnz/AIGT_esmc/Gromacs/neg_fix_v1_top200/rank175_GWHPBECS012287/outputs/prod.dcd,/home/jnz/AIGT_esmc/Gromacs/neg_fix_v1_top200/rank175_GWHPBECS012287/outputs/final.pdb,/home/jnz/AIGT_esmc/Gromacs/neg_fix_v1_top200/rank175_GWHPBECS012287/outputs/prod.log
rank176_GWHPBECS010756,neg_fix_v1_top200,done,2.0,OpenMM-CUDA,0,67428,/home/jnz/AIGT_esmc/Gromacs/neg_fix_v1_top200/rank176_GWHPBECS010756/outputs/prod.dcd,/home/jnz/AIGT_esmc/Gromacs/neg_fix_v1_top200/rank176_GWHPBECS010756/outputs/final.pdb,/home/jnz/AIGT_esmc/Gromacs/neg_fix_v1_top200/rank176_GWHPBECS010756/outputs/prod.log
rank177_GWHPBECS004454,neg_fix_v1_top200,done,2.0,OpenMM-CUDA,0,84687,/home/jnz/AIGT_esmc/Gromacs/neg_fix_v1_top200/rank177_GWHPBECS004454/outputs/prod.dcd,/home/jnz/AIGT_esmc/Gromacs/neg_fix_v1_top200/rank177_GWHPBECS004454/outputs/final.pdb,/home/jnz/AIGT_esmc/Gromacs/neg_fix_v1_top200/rank177_GWHPBECS004454/outputs/prod.log
rank178_GWHPBECS025353,neg_fix_v1_top200,done,2.0,OpenMM-CUDA,0,74085,/home/jnz/AIGT_esmc/Gromacs/neg_fix_v1_top200/rank178_GWHPBECS025353/outputs/prod.dcd,/home/jnz/AIGT_esmc/Gromacs/neg_fix_v1_top200/rank178_GWHPBECS025353/outputs/final.pdb,/home/jnz/AIGT_esmc/Gromacs/neg_fix_v1_top200/rank178_GWHPBECS025353/outputs/prod.log
rank179_GWHPBECS008682,neg_fix_v1_top200,done,2.0,OpenMM-CUDA,0,59306,/home/jnz/AIGT_esmc/Gromacs/neg_fix_v1_top200/rank179_GWHPBECS008682/outputs/prod.dcd,/home/jnz/AIGT_esmc/Gromacs/neg_fix_v1_top200/rank179_GWHPBECS008682/outputs/final.pdb,/home/jnz/AIGT_esmc/Gromacs/neg_fix_v1_top200/rank179_GWHPBECS008682/outputs/prod.log
rank180_GWHPBECS004661,neg_fix_v1_top200,done,2.0,OpenMM-CUDA,0,81958,/home/jnz/AIGT_esmc/Gromacs/neg_fix_v1_top200/rank180_GWHPBECS004661/outputs/prod.dcd,/home/jnz/AIGT_esmc/Gromacs/neg_fix_v1_top200/rank180_GWHPBECS004661/outputs/final.pdb,/home/jnz/AIGT_esmc/Gromacs/neg_fix_v1_top200/rank180_GWHPBECS004661/outputs/prod.log
rank181_GWHPBECS019994,neg_fix_v1_top200,done,2.0,OpenMM-CUDA,0,79598,/home/jnz/AIGT_esmc/Gromacs/neg_fix_v1_top200/rank181_GWHPBECS019994/outputs/prod.dcd,/home/jnz/AIGT_esmc/Gromacs/neg_fix_v1_top200/rank181_GWHPBECS019994/outputs/final.pdb,/home/jnz/AIGT_esmc/Gromacs/neg_fix_v1_top200/rank181_GWHPBECS019994/outputs/prod.log
rank182_GWHPBECS007003,neg_fix_v1_top200,done,2.0,OpenMM-CUDA,0,56827,/home/jnz/AIGT_esmc/Gromacs/neg_fix_v1_top200/rank182_GWHPBECS007003/outputs/prod.dcd,/home/jnz/AIGT_esmc/Gromacs/neg_fix_v1_top200/rank182_GWHPBECS007003/outputs/final.pdb,/home/jnz/AIGT_esmc/Gromacs/neg_fix_v1_top200/rank182_GWHPBECS007003/outputs/prod.log
rank183_GWHPBECS019871,neg_fix_v1_top200,done,2.0,OpenMM-CUDA,0,62377,/home/jnz/AIGT_esmc/Gromacs/neg_fix_v1_top200/rank183_GWHPBECS019871/outputs/prod.dcd,/home/jnz/AIGT_esmc/Gromacs/neg_fix_v1_top200/rank183_GWHPBECS019871/outputs/final.pdb,/home/jnz/AIGT_esmc/Gromacs/neg_fix_v1_top200/rank183_GWHPBECS019871/outputs/prod.log
rank184_ON569258,neg_fix_v1_top200,done,2.0,OpenMM-CUDA,0,67304,/home/jnz/AIGT_esmc/Gromacs/neg_fix_v1_top200/rank184_ON569258/outputs/prod.dcd,/home/jnz/AIGT_esmc/Gromacs/neg_fix_v1_top200/rank184_ON569258/outputs/final.pdb,/home/jnz/AIGT_esmc/Gromacs/neg_fix_v1_top200/rank184_ON569258/outputs/prod.log
rank185_GWHPBECS012325,neg_fix_v1_top200,done,2.0,OpenMM-CUDA,0,53742,/home/jnz/AIGT_esmc/Gromacs/neg_fix_v1_top200/rank185_GWHPBECS012325/outputs/prod.dcd,/home/jnz/AIGT_esmc/Gromacs/neg_fix_v1_top200/rank185_GWHPBECS012325/outputs/final.pdb,/home/jnz/AIGT_esmc/Gromacs/neg_fix_v1_top200/rank185_GWHPBECS012325/outputs/prod.log
rank186_GWHPBECS002781,neg_fix_v1_top200,done,2.0,OpenMM-CUDA,0,64816,/home/jnz/AIGT_esmc/Gromacs/neg_fix_v1_top200/rank186_GWHPBECS002781/outputs/prod.dcd,/home/jnz/AIGT_esmc/Gromacs/neg_fix_v1_top200/rank186_GWHPBECS002781/outputs/final.pdb,/home/jnz/AIGT_esmc/Gromacs/neg_fix_v1_top200/rank186_GWHPBECS002781/outputs/prod.log
