protein_id,sequence_hash,sequence_length,cluster_id,pc1,pc2,pc3
M4AFU5,cd5c1deae59417f76feaa9a34759ff64a12c77ab3a45c747ad84ad5724c91ad4,440,7,-0.047017045,-0.06232364,0.1801717
M4AHK3,47c5552ea1cf3a3c1e9a3909ae1084ea32e9c7190011a62f0952b254405c6adb,332,3,0.009604522,-0.11914632,0.08677561
M4AKZ4,20c446004777361baa396496651acc494feac3299c7321b0dda2cb8522e3a7f4,559,0,-0.0852205,-0.11543055,0.029724853
M5VJ20,9be287a889c5978ef2a1a1394dfb0fde478e92df5219de67d51c9ea11a1cd156,421,3,0.025732515,-0.12345945,0.014336165
M7SH37,f5fd5e047dfec93d6ef63d414062496d776c2b56d7db0ce8144e1c8cd7716c1d,566,1,0.4511697,0.13987893,-0.15228508
M7SXT1,ba7293878423c2a2abc35ff26d4965affbfcd43991bd77756b159651d09a4d10,529,4,0.043361723,0.08043018,-0.030323777
N0CZK9,aa3253f5a0da4dddc7df55ac90f70c78dfdbb68a8d77ac639e5e1ff7a7b442bb,316,6,-0.3381938,0.27880463,0.098956674
N6UJQ0,5451791dfd62fc9e1201aef2ed043f2f61057cb8124cd8d8b74bf3a9e837848f,591,3,0.00084865885,-0.14199546,-0.014695243
O01346,d8bf6c09914f1b77db6ad1306a39dae94682ebca7d5a5649ffa7c8cd22f57aa2,457,4,0.14699449,-0.01713408,-0.13149454
O08730,2e54ae61e313930e17b1f444cbcfca0fbb6c79e93857e0746b03f4a3008f1de9,333,0,-0.2858077,-0.16188456,0.06066968
O08832,7e1eab273c16d059f59f63c75478fbe7dca9a980b174c2311288df54d8f338a4,578,3,0.14705573,-0.06566221,0.003854747
O08912,5ade36d2010add6af64d6c9a962d7aa37fdeec9c74db59e04f8b43bfa43c583b,559,0,-0.22019114,-0.22783507,0.06674102
O09008,526c1a1040130a6f93473891c7b94d4f94a4fd226b022e27630cfc104508135c,321,7,-0.05831098,0.015556887,0.22855975
O15488,b2f633c84936d39edeee0c08493bec40c0224e390f2fac16543669f23eff35ea,501,7,0.091940194,-0.075542256,0.17810348
O18037,cd9c0c9bc8aea74adb00f04f2165dc35a06ef7b51283524f738c1536f4c3fa21,466,1,0.24897584,0.03917504,-0.15587296
O19071,812a451006a254a3b1b1bad30a5bbcad7fcefadadb0ce4b76748a9dc904de499,446,3,0.21467417,0.017462624,0.0574817
O22893,cc50e73fe8e1129f3ed6bcb7f04005c38c817ac72ace59f05ba0e3cbc42073be,344,0,-0.1488599,-0.1860353,0.031925533
O35776,8b30da76ad33105c3dbf6b157c5e32955cc0c16e8193459ba273a995e8cdf2d9,552,1,0.31166542,0.026322706,-0.1727455
O43286,e1f07b5a6541b5686adba581be56ed4f9bcb6d23603d631e99236645868e7c61,388,1,0.31202525,0.00051759207,-0.021852141
O51519,c45dc7be6c97a82da288fd1ad1c7e95e23b5ada8e9300afcb7a2262d51e9078e,358,1,0.35486406,-0.0012123657,-0.3215028
O54904,feffd1029abec0962411f6ba89be9d3967214c60d44a42b09478b00c584b2b57,326,3,0.1788294,-0.10789384,-0.039076295
O58689,2bb230e46b108e8a7f4091922f9e3722569f55143d437a971cd7a4620907ee68,394,4,0.07475081,-0.05976931,-0.10588592
O60512,c1c730c1203977115cde7873f5d6a6d167c17ddc9925941ad07427bbba8cf23a,393,7,0.010383442,0.06283204,0.33253855
O60513,fef82ceb7f4a9a4a4be7a4cdf2bb3410fd8b54ca4efda900ff71b921e0df9db9,344,3,0.12750652,-0.12616174,0.059178475
O62113,07f2044c4293f43417b9f693a7abfca8a191037462cd84d416a14fd485f7ea8d,301,3,0.20191336,-0.019841764,-0.05300562
O88419,8b8f032b18d6830422ad39079a8293bca403ea5f856de1f4f47134d7da2832cc,382,1,0.316544,-0.04076397,-0.044098556
O97422,1037a08710a7a04414c60ecd131970063db07183f1d983fa5c4eec209c56d921,306,3,0.066533506,-0.024821287,0.016517172
P08037,1a21449bd4b2bf9e7f80ff7a10584319a345682074fc6573ad5281f566edd037,402,7,-0.0494284,-0.12298048,0.27183238
P13280,ed842d6a89fe387148afc6bd009f5bf48829afde6f2ccc45f305335db9628b8c,333,0,-0.28846997,-0.14570725,0.03837277
P14769,a1d4223a15f222fd9b9cc40092d166ad0b031e87828dfead2a06638feee1027c,368,3,0.16616388,-0.1567969,-0.00077662425
P15291,c7c2fb99e9df4c26858d1b3fd74b68b4962c1d6c0913ba7cdccaf8d0c10166ca,398,7,-0.076863594,-0.08850578,0.30049047
P15535,4515d19acbb9029f7f718963e9758a87602d997ac3f0f45ff44fb552d725b146,399,7,-0.020066641,-0.10400491,0.26287693
P16442,2b053c159620e06e7606d228d8e8adb03840b9e852f2f1592c771b810a1c0e86,354,7,-0.10672403,-0.061528258,0.236528
P19817,14171610cabb06eea188196fb907a6b35fc4c4480102f7f776c3a7e38041eccf,336,4,0.13469245,-0.05904121,-0.24529064
P26403,25f25a536fec7d1aad7a36837d0108ff92b74f9ffaeecf03873c163ea98f129b,314,2,-0.10988977,-0.04129327,-0.22352752
P27808,328b023afe02865bcf22b8c70f5c0fc4704af05e6516d0bd2707055de183f8b9,447,7,-0.04905175,-0.024403773,0.21271281
P47011,5a83ec96df4a0c1dffb49782fede29364946219522d064f70c03a82b3f5f3bee,380,1,0.42235348,0.0602788,-0.18797463
P50127,8394c35c5b49cefb4dd49facffeccdaee530e6094bf9ebc62ef7640e26fe6325,371,3,0.15396233,-0.15260865,0.030248448
P58158,e61075ad1bb8b37f81fef451eb8426cccb5112d097bd7e62695875dac7085dc8,335,7,-0.13098827,0.087125875,0.2562605
P74165,9c7a5b0d2bc932854bc08b4d4e9b3be4dccbd7b3776ba49174257d97dd121f9a,479,2,-0.10907106,0.122765705,-0.07277246
P9WMY3,ceb0c4b825834e0b5aa3534802edad79d994e34c26c8621b74feebe26f42b7e0,307,6,-0.17351733,0.32462755,-0.028207172
Q03084,68a33621018e03ecf3d90cf640c5bfcd33ecbaf3260b274ff1547bb75ec0b6bb,275,4,-0.042248625,-0.07937406,-0.31875545
Q08B33,6289de11c405668b63f4bea8f027950e12bbf05fef5cfd865228f6518321e76c,600,3,0.081307374,-0.112824336,0.010818596
Q08CC3,761dc813ef891c2ffdd45a25a6647d945d10e24c7b8fe17c85f5856772533c95,590,3,0.01868599,-0.08994683,0.07547304
Q08CG2,2c05455b05102d4f9aeedf13afc28e33ebf834951a0c5aa2858fdcadf4e74739,261,7,-0.07123476,-0.03467987,0.21190542
Q08EC9,8cede62e4ba15f5f57e1a4df865da62b2b9147ad5d8d92d016ef9c4326408873,550,3,0.06537063,-0.11578388,-0.018330498
Q09199,02add00041e181f75a44ae387ed350fe7d36bbd39159d2b0f3eff2760bf0dc0b,510,3,0.17207089,-0.07683169,0.062208638
Q09200,134efe916e542b7c924bef463b2d8a87d98397d29aed60977589377bb33385b4,533,7,0.027171493,0.024780832,0.24426478
Q09323,9c3dd3854ada24e416df6761c1cd60d5e1825fc3ebace6c3ff596dcaac6cb899,490,1,0.51035225,0.08181746,-0.04554481
Q09325,33782ea737062651f7fee795562d7bad7c8a9439b901ea0c9f018cf6c765140a,447,7,-0.046850927,-0.02394118,0.21034211
Q0BPF2,5c57cd566a4b5ba246361ad521724890dc1f3c28316cbd95ef171039db9268cd,395,2,0.0019364445,0.29869127,-0.08158023
Q0S3Z0,9eea9708eaf6426d5b5a3a8ff57a830a11eb7278f98bb7e0d914300ccff5b034,319,6,-0.16337232,0.3074603,0.030078413
Q0V9M3,050e34055062ce3cb67e3252bea7a5feefb06ff6129cf901e3d94654c79df5c0,555,3,0.0035062335,-0.07404263,0.06636019
Q10469,7c05536ed099a032effbcaa1ffed2ce7ed0735a3c6771532f1ace4101b6381bb,447,3,0.22934052,0.017027624,0.06843055
Q10472,2571e06948e2233e9bf31ddec6a3167a54386e8c7ab9d6a00daea78b0bc2edbd,559,0,-0.21434888,-0.24280848,0.05358077
Q10473,2d02cfb01692a541223ef3f80db741aa4d7bf963a54ad5aefcda1dc6685aa38c,559,0,-0.2160018,-0.23747937,0.057971124
Q11068,afb642846c1a213b4c1190be3cc3c89c81b6e7384b5b9db1038d3724528420f9,449,3,0.22512057,-0.10062666,-0.07232551
Q110Z2,508551dc03b8e413df85ef39f80632dd46f576e4809a534ed99402fd5da527be,502,4,-0.022813927,-0.02117775,-0.17435098
Q13K27,c7612eb9e187ff4eb859a82b534d24fc632d4fa2f6a6570ea745addff9cb4bd2,401,6,0.010050907,0.33269718,-0.08020855
Q13YD4,6731e8a0a871ca48721f312c48e4118bde5eb908fc86b77a1f40068fc0c4d07e,386,6,-0.074576885,0.27409407,-0.07887281
Q13YD9,86dfa60023632f4b70e9e7a857046fec14b04bd75400bf4b4732151a9b3ba969,424,6,-0.0035362758,0.39752987,-0.014496073
Q15JF5,0847e8311c182ba9fd0c32c73f2097fc673fb99205ab5004921f240bacf7b474,453,1,0.23167744,0.35096395,-0.026598502
Q170H3,e43dd38a7fec38b42ee9af8e01616332506bc5b25fb2683c3ef6444ee9e047a5,313,3,0.09138601,-0.12485066,-0.045475125
Q1ATN7,66a4cf07ac9dd11ccdddc84820141313d9a3fed0313c7ea0347c622b855eb059,335,6,-0.026208188,0.23198529,-0.0024435648
Q1JJC4,f285083feff4c1bd0a809dffc1b0f48bb5ed1fe7dba3fe9ea96519148079d5e3,445,4,0.21914306,0.034394547,-0.24332587
Q1LHU7,ed688436d5849d50561957154e4ef75c5090da7d918ff89a32d37bdb5c462c37,380,6,0.004711952,0.38271648,-0.03725839
Q1LZD7,ed1f84da9e8ba526c721ae5b639e82d994f2af575a5f556bb1604e55b804081d,320,7,-0.078356504,0.017150396,0.265555
Q1Q081,4e0b49803ab043ba69fab58479efad5cc6ebfedf9d489a635bc848504e1c65b7,377,4,0.18414116,0.040487222,-0.26550612
Q1RMT0,e1b9d46a4bfb8c13357231c9d548559a8797ce15e031fef6d3dc2a274ce8dfaa,330,1,0.39371222,0.062159915,-0.072992794
Q21054,ef9bfbbfa29efc04a5df549f60fe3f4cd22f8995cd2ed8ef3397e015292a698f,459,4,0.22266649,0.015415008,-0.16851172
Q24157,f34aef24b48c0c407f080ae5d2fbc6453927cd59aaf2c32f75e6587e0940e47a,325,1,0.19603693,0.063560605,0.023070367
Q28CC6,19bbd06cb004ccb9e53af7b8204528177c8779bc6da74441ce490b1ef4e0997d,562,3,0.0182564,-0.1509806,0.022719663
Q28CK7,3d8096fd40d747c671e2c5875bc80b9807068e3e3f0ae8fc5d239c1c29f0534d,383,1,0.31005973,-0.03680685,-0.052617546
Q28GV5,705b354bec3fe743dec5dcb7d3c5ccb5167d512dd9c63b29892fbc9549c40498,389,1,0.3172714,-0.014643397,-0.046756662
Q29121,e597f5665e45b9adf6d2642a228601a00feef0e46e91d4de992a060b321a8f85,559,0,-0.2138595,-0.23697723,0.057908077
Q29NA9,aa810453f507cda746c8c803ff926ac8f8f713589833ba79aefb271369fbffa7,439,1,0.33949065,0.13873409,0.052525885
Q29RN2,691c58d359b19e9641f8b20248bb496bcd408e279638ecaff16656dc222d4240,333,0,-0.3008466,-0.15279196,0.05403536
Q2HPN2,4bdfd1879f616ef41da97aa7e483d1d8e7d7afb204d0185a990012004caf47fb,317,3,0.05441587,-0.06777935,0.1264338
Q2HPN7,b24136df2d0a3eec9c215f17b38882a0324946c731fe1f9932f2649f0d60b56e,319,7,-0.07878712,0.0012591634,0.25709295
Q2SAS4,2d9124dd072b63372ee721774197774c4d5e6f8385706a7b2f75e6d3548fc058,414,4,-0.0347347,0.08745047,-0.19098932
Q2TAG3,1845ca6a728ebb92ac0e12be8a9d1b4dc5b99dcc0fe1a288e27f90f897fc7a06,444,7,-0.023333646,-0.06424081,0.17068048
Q317Y3,4fe7d85c19d6693a907cbb64f132db538c498b7ab23722c789cdcdf9cf6845de,433,4,0.18164057,0.059361733,-0.25153056
Q32LF7,87b2a345e2e90ccfb4768d65e4f199428338256978085fe4cf06dcb0c98df51e,341,3,0.14466092,-0.09889691,0.04451302
Q3AAP0,169a5828bf7b925e6f804a95671b00de139d3d143a4f5ab837d8303140e6d6e8,225,2,-0.18681335,0.03592781,-0.16410808
Q3AB90,97447b9451e261fe2fb73266edc50fe0bfb01168ce68e6322e83c6930a8cd8bf,216,2,-0.10995238,0.011587863,-0.18154164
Q3J4H9,ebdda22b000af12d6412bf1cb9a443146839228856cd1a342b0d22c4c6b3e90e,363,6,-0.17367542,0.39023998,0.03570124
Q3SZB0,9a097321c53a63d3aae767568c51969b21a409cf1480da08362961fb5da89349,335,7,-0.15264031,0.10952367,0.27645755
Q3U129,da910cc8ec2ac37b11bb19376330f91618f468fe18ce7982723e9cccaaa9802c,357,0,-0.27842262,-0.072690785,0.052131776
Q3UUP6,739bcf60cacbc6208f88ebc4ef994587a66fd910e16bbe77dcc502097e2ef7ee,358,1,0.14783266,0.25516483,-0.029100668
Q3V1N9,9a73654e57dad2a180a6d9b938ac31809f30d4507816fa0c6959d50212eeb539,370,7,0.153816,0.11271033,0.18986402
Q3YL68,481c4c36c5f6b251472256c61f143efac3545e400e6abaedb77796d07c28ed15,381,1,0.3056862,0.012798175,-0.011341605
Q46ID1,40209c66149acbe9d7fd5c3128fe43599b2abdf6dfe11efaf4ec7ca549982e4e,438,4,0.16805714,0.13725688,-0.22549139
Q47KD5,9e8db3cb83622b626e6d222e6007dbf29089c74032ee081ceaafa962f106e7f4,267,6,-0.16636527,0.40892395,0.046778724
Q47P52,c57a778fac93c71fd361a1cfa8bc539de625aa381ed5c409938c5233162743e6,321,6,-0.2233201,0.2668367,0.044055972
Q47P54,be67210e90b3ceee489b17f3d3a7458b00418e6a110e584b20a138408e30a4db,326,6,-0.15604745,0.2389125,-0.01147407
Q4AE62,717240b327558fe530c7817cfd76c67c4278263b0109f85cbbae38fae4a3c767,458,0,-0.13060836,-0.18321931,0.06662193
Q4BYE7,b42294127eba7f38c50c5ac1e3440fbd9e8c0bf0a0a4804e006a1d31da175b4e,250,1,0.2039793,0.11847017,-0.23830068
Q4FZU7,c9a12c099c9f7eb6babdb60f016446810d042406d0095c45d42d386a985b5117,327,7,-0.0030256372,-0.024354609,0.22581962
Q4KXC9,3499739ce0593a4dcd8d1185fccb04b3f1a5967371ebbd3dc1d0544b673685f3,254,4,0.05913709,-0.10052964,-0.3646196
Q4RCM1,f58a05755c03c6c2c4f65f83698398834d19b27ab40ddff8e50527890da7be60,426,0,-0.108445354,-0.14116433,0.04260013
Q4RF55,e30ec12a80659eab4e5687da3e4d4dfee775b426be3105deacdcf2763041cc77,287,3,0.03146116,-0.088197835,0.049838573
Q4RGW9,e2b003235ce30e69880628d31d94f623636a325fe849a3d887251ccb99739587,329,3,0.16677989,-0.094811425,-0.014736789
Q4RHM7,847e94f9c87120c4c6c8b2241296ad927506403ec4a165ec50fdcf4bcc039956,416,1,0.46301985,0.099858254,0.07468833
Q4RK21,ac4c0387f58a305dfb4f2742143cd3283705211aa72862c8f11912aa7d6b5729,381,3,0.23393942,-0.06102993,0.068319656
Q4RL69,31370118a89a2193b21e1284524b47a84e4a52b7ebfe3007a29cb76f875c44d3,382,1,0.30927208,-0.053960416,-0.06517784
Q4RPU0,60bcff9cbe5745fa424985b72b4221a6eb3c4762d98b2ce15445da40d74af9e7,496,7,0.09597108,0.036102094,0.2105036
Q4RY91,579034b6abd5fa180e52079115d92a92685c2adeb40db237d66e9f1207eab3c4,236,7,-0.1683703,0.005595488,0.22628297
Q4S200,a25ea9544745d929a430648f34a8d92ab559c7ce25de37187748c18692ee4e69,595,7,-0.02052456,0.0003300051,0.17624296
Q4S514,17f288d2a9cf9f08c2adcc6e216a7cc11a332460e9facb060ff4727a945b54ef,337,0,-0.19276348,-0.102191575,0.110302456
Q4SFL2,6bca0396ed442338781486e712d58c7c6bf60c7a450ba0e4a4c3b34ed610161b,341,3,0.079164505,-0.06382423,0.14897867
Q4SPZ0,f863caa437929e7dd0f6fd20be5a33eee1d9a77a308994c591ef772aa4819182,352,3,0.06272394,-0.10157848,-0.018515088
Q4SY57,3106b8d807e9c392c2c7c5c9b50d1a2a8cd5fd3b1d341285490f1fff777206c0,430,0,-0.12648274,-0.25857022,0.018449197
Q4T4I6,6e52b892f9fb38d16fce5d1b12053a2a09886580234ce76102f82c5b18645a5d,557,3,0.053599577,-0.17798564,0.049858153
Q4T5R7,05f807c0a9383bd630e5a22f5dc1efd882de95c1dca9a9584f440a03085c8435,360,7,0.08022334,-0.02639982,0.18560202
Q4V907,1d8e5e95a3146617165745be397e8e73b63e8e2b6e6e0f25f0041d84665570a4,568,1,0.30671385,-0.035757754,0.008704332
Q4V9J0,abae641212f3e19654a722a4ee50179244d606b7fb404c05bf8de061a558ceb0,338,0,-0.31072673,-0.06748523,0.057964135
Q4VYB1,ea56009ca64744c1a6fb5b04e104b2c2e97aaf934656e039689c5d88f513c386,340,3,0.086026676,-0.12757866,-0.06026673
Q53590,c43fc8aeca94380e0b4329724067dd575dbb842de1d64edf78031fd760d5a83d,375,4,0.103868015,0.089119844,-0.2261464
Q54IX1,251ecbf3ae7fcb84c6bfc738a9c45a249701a15b0f620cfef9aee094436318ff,498,1,0.32681683,-0.22740336,-0.2801122
Q599J7,85e9d9b73a007f68542edf8fab8104ad07d27cc63c86fc1f580ee4c61302ede6,330,3,0.007779324,-0.025632076,0.08789237
Q599J8,ed8e047d33fe7fe699da559cb9ea4703e0de9050e750288a137876cb2b2166e8,331,3,0.012660338,-0.020389196,0.10469207
Q599K1,e5ab093773e20dac347ce3deedd399840b084d6d1da550b57581b29a3b5f3298,326,7,-0.15005279,0.016933791,0.26084644
Q599K2,d5a96b3f458fc644491a08fb208163770a30f53ac32c4fc59b4cf92ea61aa846,333,7,-0.004533792,0.033300843,0.20638107
Q599K3,81c0dbd6fde0611cc6400861c9082560ec53a5054f548ac1d3888857e0431b35,339,3,0.10471822,0.0064281006,0.07067731
Q59DT4,3e0c1bf5d4df95aa72bd60fa2e0c764f29ea5406ddb44ab78306ec92abe9af09,488,3,0.10070877,-0.09500029,0.052632317
Q5AMQ4,547f9ed7530c28b448befea5768600b679831cb2d004e1bd59de08a12af967e6,544,1,0.2944032,-0.02863777,-0.17905577
Q5BL68,c7833e572a003cf0ac365cf3d49806087a0a79ff6ad8ebbff0f74a8706b15c1b,452,0,-0.23829317,-0.25464314,0.0545784
Q5CAS0,e6decabb9cb7576523fcc447b7997c0615a5a82e348470581b138a5723de2d9b,356,3,0.18758456,-0.030993087,-0.05947931
Q5CAZ6,14c11e788a513c12b01cb4b6bf487c6d696fd37e863962e9e38404a4e3473776,329,7,-0.14896901,0.0068442086,0.2563545
Q5CAZ7,d75aaa2fc9cae29e31021b75982ad854e7b4184f21ea71322cebbec100e563ed,304,7,-0.17065819,-0.011306882,0.21688052
Q5CB01,f0d50d2b4102aa7c9fa1ee37e9fcdb0a4c748002e1ba1b4ad6a237e8ccc580f7,335,3,-0.005304208,-0.08757197,0.053817168
Q5CB03,ab5096758d331e8463892988c18c684cfb7e692302167c07ca0eb6321486df98,335,7,-0.058505546,-0.018619359,0.15463862
Q5CB04,37e2e5fb85d99ae09863c2eaae3cb779a69f7a1dbd2e7cdc6a4d06e56ebc38f5,332,3,0.034810804,0.007753848,0.13837352
Q5FTA3,88ec5d4a61d0e54f390662fdb990731da31586bc687b0bbbc78c2cb24b13681e,403,4,0.045050476,0.31398842,-0.08248489
Q5JBG6,354f6192a890f50f5fbda8c21f68d5010b1827a8eacadcc216bdc73d46f96603,234,1,0.22837256,-0.09988882,-0.25650248
Q5REG9,8b2a4740cc2dcd1aefee541f705c15e5d48bfb6305e621246bfe0ad83f03270f,552,3,0.06417562,-0.107986204,-0.007313969
Q5SP46,d95604183b847a34df4788f40f1bc17c386f19478443ee4862a5f2d2c1972056,405,3,0.17489527,-0.030517086,0.090840414
Q5U551,0e8067f9dc0bc3ad02dcbb746302fd429bafd8917f9b135c9fe62ff838aaaf76,323,3,0.10069544,-0.09643108,0.041692656
Q5ZJQ0,a11c70bc7769fe97c7db21885efec3d3cb142f76cad7f6b21760daeccdc3f92d,332,0,-0.21627548,-0.19599383,-0.009187912
Q60GL7,b2fdb6ced922d816f9075fbf8773721b6c659aae5ba0307f7381153c29506424,458,3,0.13046099,-0.124121524,0.012741032
Q64676,4b7fb65895926f82b31e445f66e62ad2dfc31831fb36701d17a641af58232fa3,541,4,0.1858037,0.007940149,-0.11365118
Q67BJ4,8ca7222c59cc2cede89d0164b7fac627f3844486ae9e1332511dd3d323153a36,359,1,0.2328898,0.06267593,0.065273635
Q67FW5,52f8d0d6179e55f8c406520e4af3f0ff465c2d876070fa17ff9b2ea1eeab3f45,346,0,-0.3928524,-0.034615695,0.100738
Q67P98,901b5afe6a4fd91dcc7cdfe277e19e4eeb7c13ea4d418cc32e01a747cd23c369,243,2,-0.052365728,0.21746427,-0.052136958
Q6CF73,6a23757df887bac4687dae2b78043fab8273c622c784c0f7354920037c962c9c,555,1,0.31407115,0.10129779,-0.11100617
Q6DAU5,98dd4e27ae96bc70e412c7d58f0e981c7bcac0e9b8abc88a189f4f8a01d1d509,338,4,0.16290988,-0.06955,-0.2609463
Q6DBR2,370a55e0588c332d0a33ede1cbe98872a0f1136481550888b7c7799c7c9c708e,316,0,-0.07830474,-0.11115547,0.066148534
Q6DDG6,2c0d0ae3ba612edbfd747df176d5740de2263ac9ed8bda7612b50843e75f11af,336,3,0.09461587,-0.18860377,0.05830033
Q6DE98,4f0c7381c191afba981bb7ef2725958ae12c707688683bf8bb61ef8eee9829b4,330,0,-0.22642307,-0.18360017,0.058853034
Q6FS82,aca4d35b217688d7089383bdb91f0abce115feff596586b70d319eabcbdc01aa,549,1,0.56022817,0.052602172,-0.18792886
Q6GLP1,09c506abf43146ee7f8e5ed3fa817a0bd122c4bdd10feabdcacc14a49f2a8859,347,3,0.116213344,-0.07533866,0.06515652
Q6IS24,f327f90fad8b02d786a39070e92d4f68e47686afec37ab72d9892a865b6486fa,598,3,0.059758212,-0.12897651,0.013043315
Q6P328,b5aa8db97bdf6e03edf1b7785178e12deb1f577b3fdfd56aa3275d89cd9fe13b,332,0,-0.2497704,-0.18189281,0.06550623
Q6P768,e99acb18b074d01c822d7b3f9aae971aa0f92b3b10bc62f4e6a03b299c9413b5,395,7,0.012695798,0.080250755,0.32139114
Q6P776,1549731eddb6030f4100745b10a2b08de8cf3bfe18cb22606ad70d060d7d99aa,321,7,-0.06211891,0.0071090846,0.2316949
Q6PB93,d62ee5f05c150c4fb4def435c6bdffe53f4fde42b301c14c0ca4f87713cfacdb,570,0,-0.095088094,-0.08860957,0.070966676
Q6PE41,06b402826f891d7ce07d11206355a9e07f146aa3f53380a825151378d8661235,452,3,-0.017598422,-0.1197498,0.12016638
Q6SVU1,fd091ca66d6137e6d5868e4cd833655249c4342592e808dc1728b9c37034c789,369,3,0.12823889,-0.13756089,0.036695898
Q6VAA6,07c69ca8406c61e507dfbbc6de621ad2a0c5aeb0ce4844fedb215ac0d997c94b,460,4,0.029978279,-0.08396047,-0.21325313
Q73WU1,ebf52796b41db85edb2f9d836ac0e76b9a7de8ca8e1a61ee3b74afd4c04c21ad,329,6,-0.13750127,0.34276545,0.04762858
Q745N3,d0cc68534e1af75b3a37bc177d37c512eefa59d931c1ae6c519ef4a34c192f56,304,6,-0.01960131,0.33796415,-0.02599356
Q75BR4,11ba4bba6337c1048ff996b480b5d7340b8a8e998673074559d3068f5badbe3d,539,1,0.32535052,0.21158345,-0.08591706
Q7QCT9,5fc9fe53c003fdfddab38fd5e19cae60cdc190b9a99cd1ca44744b0d37d1de8e,329,3,0.13548486,-0.043917842,-0.0034109342
Q7QJY0,41dfa1ee2056f0cdb8f77c91b775d37446975c14c1489a2694b0e0c69b5f04b5,382,0,-0.28730562,-0.19313975,0.101924494
Q7V996,72e25c30a42acf86ee61e82ed264974c44d2b72a31085b6029c53a2d44219133,443,4,0.056279752,0.26779014,-0.112302884
Q7YXB3,827973607b2ab11cb1d75f0de760ef2f43937e22bb6fe43486808ad36119733c,298,1,0.3013898,0.008210632,-0.037424434
Q802Y5,1b9fbbe351189433455aaeaa41ceaee8e8a2f317c3c350e8e408cae987836dfa,381,1,0.30260772,-0.044343114,-0.05145002
Q803Q1,7da4efcb58990f511e6a513c48132a44d9a9db8ce9fb212056ded57ce0f80a82,329,0,-0.22344159,-0.15570165,0.056720078
Q80WN7,7661b796e79a5e98a9269fac5ac10677cc2a13714651b7948d7baf9913af790d,344,3,0.13508105,-0.118324965,0.059509806
Q80WN9,34367c58a6c078e91ad45f8368bd13a0c22b038ee68d44e981167799c636de74,369,7,-0.04750288,-0.026359025,0.25031468
Q82GG2,87c606ba39883052dd015f7333b9efcfdf56f1bd19194c2603b16177cac1d65d,314,6,-0.32962924,0.22385721,0.057399437
Q8C089,982dac4c978b84938fb22c9fa6f253eeff8cb2dd0e0a98f280f91576d5f3ea7a,274,1,0.3383218,0.034655236,-0.093331784
Q8CFC4,45a551bb8da67774b208de623134e51f1f0b1971c39ffbbe2b56fb99da117e68,334,7,-0.16953123,-0.122927815,0.21873459
Q8CH92,2f80f377679fc7f1afbfd6216bbfca147a80f06160bb49354a5f2d20d9dcb701,554,1,0.28803197,0.13556597,-0.116009496
Q8DHU1,1060db9d9cafaa257592677a61d3b1a589ac33d395791b8b0dbf5f9d484eb9c3,454,2,-0.081893735,0.12682141,-0.08569592
Q8FQF0,8cbd23bda247dc0e58d916b105ba31d8a38ab4a3d9a65fc27d054a4e90a300b3,246,6,-0.24883123,0.29339343,0.00047143735
Q8HYB2,7b4f1a2331494fc141c7186b438203040e347e1cb0d4325597e7e6c518f4ab9f,375,3,0.14719532,-0.17344311,0.019032862
Q8I136,5d677edc27844016e88cf4997002440e6cecb59c9cc90d2d3d029764205a87ea,589,3,0.115273334,-0.106968164,-0.035737682
Q8IUC8,fa8db49591ea4d30072c6604b4edbaf02040bf3cd29e1a0b648c1ed12bf7c5df,556,0,-0.24735352,-0.257643,0.05534516
Q8IXK2,137989c4f2a67a666ceecdfd80f72da79b14de866744a623bc161be973f385d0,581,3,0.048249893,0.017248139,0.12144689
Q8L707,b8059199ad8708608bbd86ac32c9cb14f8f2d6673d2c71126a6e79620c7d8995,525,0,-0.021346088,-0.17198496,0.0793985
Q8L9U9,ef18941e8d17f2f0c0b496b79a441e5e65996b90e0ed388c2a9d9b6d50a58fd8,462,4,-0.020456627,-0.06084257,-0.1762085
Q8MYY6,fbc9e0953ac0e2ca5138a433299f49eed89524c33f028bef5c42776e8855b369,558,1,0.33157745,0.11997321,-0.06325356
Q8N4A0,2bd59ca7cb9536902fa3134e058f8d73d5592cea3fdb2194dcd26d181e095617,578,3,0.15953836,-0.07547985,-0.025919732
Q8N6G5,9566a7e49510b778389615ffa3c00551151aaa16168c95a38857acfa049b4245,542,3,0.13284893,-0.08705244,0.080775365
Q8NRE0,a01a45f8290823c1d3d8dfd4dc0b7d1ec2c31e51340c9b5bac1a0c00d11521c0,243,6,-0.21883367,0.21005361,-0.052325353
Q8R087,4df8731313a896d79f3d41610285ecd5f3d5e0d6c1935d3e5f6e6ce909a94265,327,7,-0.001424498,-0.03574822,0.21463273
Q8RHZ4,bf7b91e8b94c2b1da9eaa3aad863f8efe1d82f628cd5bd633fe885fadc8cb269,380,1,0.28901827,-0.03510248,-0.27907175
Q8SPR2,839552069b9be00070e65bbce5904aefd5b773b550ad9f65b1349df8973fb2b7,375,3,0.16308837,-0.16527617,0.02219528
Q8SQ20,ba271bb6a022954aeb5895b3d344a72090d3eedbfe413b10c5da8ec3f56a2560,376,3,0.16669261,-0.16492619,0.026760494
Q8U380,324f02b4b1b4043494c4fcdf4c1ae9dcfffc234842a526640624e7381b081d08,394,4,0.06783837,-0.06517367,-0.11183933
